placekey,location_name,brands,top_category,sub_category,category_tags,naics_code,latitude,longitude,poi_cbg,street_address,city,region,postal_code,open_hours,wkt_area_sq_meters,polygon_wkt
224-222@62k-rfr-vs5,St John's Episc Church,"",Religious Organizations,Religious Organizations,Churches,813110,42.313279,-71.818489,250277301003,166 Holden St,Worcester,MA,1606,"",483,"POLYGON ((-71.81816506599995 42.313477997000064, -71.81818207999999 42.313383964000025, -71.81815640099995 42.31338147200006, -71.81818702299995 42.31321221300004, -71.81829615399994 42.31322280400008, -71.81829189999996 42.31324631200005, -71.81852299899998 42.31326873900008, -71.81850513699999 42.313367474000074, -71.81829329499993 42.31334691500007, -71.81826777799995 42.313487965000036, -71.81816506599995 42.313477997000064))"
224-222@62k-rfs-mp9,Colony Retirement Homes I & II,"",Nursing and Residential Care Facilities,"","Apartments,Retirement Home",623,42.288898,-71.811044,250277306005,485 Grove St,Worcester,MA,1605,"",375,"POLYGON ((-71.81101852199998 42.288814939000076, -71.81111686899999 42.28872657200003, -71.81123748399995 42.28879862500003, -71.81098293999997 42.289027342000054, -71.81088360899997 42.288968004000026, -71.81103980699999 42.288827655000034, -71.81101852199998 42.288814939000076))"
224-222@62k-rfs-mx5,Valu Gas,"",Gasoline Stations,Gasoline Stations with Convenience Stores,Fuel,447110,42.287975,-71.807817,250277306005,419 Grove St,Worcester,MA,1605,"",232,"POLYGON ((-71.80772944184483 42.28791108287646, -71.80782535163668 42.28791692266783, -71.80783390350364 42.28784005852258, -71.80791382833017 42.28784492502092, -71.80789321613805 42.28803018714598, -71.80771738151965 42.28801948088066, -71.80772944184483 42.28791108287646))"
224-222@62k-rfs-qs5,Bodycote Thermal Processing Inc,"",Other Miscellaneous Manufacturing,"","",3399,42.282716,-71.806332,250277305003,284 Grove St,Worcester,MA,1605,"",5718,"POLYGON ((-71.80535184599995 42.28312150700003, -71.80529214199998 42.28302678400007, -71.80520987399996 42.283054621000076, -71.80516102599995 42.282977120000055, -71.80526680099996 42.28294132900004, -71.80530750699995 42.28300591400006, -71.80556606699997 42.28291842500005, -71.80554978299995 42.28289259100006, -71.80550864999998 42.28290651000003, -71.80548151199997 42.28286345300006, -71.80565192599994 42.282805790000054, -71.80568177699996 42.28285315200003, -71.80565239499998 42.28286309400005, -71.80566325099994 42.282880317000036, -71.80572788999996 42.282858444000055, -71.80563833599996 42.28271636000005, -71.80550948499996 42.282681602000025, -71.80552845899996 42.28264383800007, -71.80548775399996 42.28257925400004, -71.80615177499993 42.28235456500005, -71.80621419199997 42.28245359400006, -71.80614955299995 42.28247546600005, -71.80619297299995 42.28254435500003, -71.80611658199996 42.28257020500007, -71.80615728799995 42.28263478900004, -71.80622780399995 42.282610927000064, -71.80626036999996 42.282662594000044, -71.80584902699997 42.282801783000025, -71.80587073799995 42.282836228000065, -71.80632908999996 42.28268113300004, -71.80651363099997 42.282973912000045, -71.80539712299998 42.283351707000065, -71.80526957699993 42.28314934400004, -71.80535184599995 42.28312150700003))"
224-222@62k-rfs-qxq,Worcester Surgical Center,"",Specialty (except Psychiatric and Substance Abuse) Hospitals,Specialty (except Psychiatric and Substance Abuse) Hospitals,Surgeon,622310,42.283438,-71.806262,250277305003,300 Grove St Ste 2,Worcester,MA,1605,"",1918,"POLYGON ((-71.80618264199995 42.28363843000005, -71.80611569899997 42.283530487000064, -71.80609212799999 42.28353833500006, -71.80596895199994 42.28333972100006, -71.80619288299994 42.283265167000025, -71.80617413899995 42.283234942000036, -71.80651003299994 42.283123111000066, -71.80671086399997 42.283446938000054, -71.80645157599997 42.28353326400003, -71.80644086499996 42.28351599400003, -71.80636425699998 42.28354149900008, -71.80638300099997 42.28357172400007, -71.80618264199995 42.28363843000005))"
224-222@62k-rfs-r8v,Massachusetts Awning,"",Other Specialty Trade Contractors,"",Contractors,2389,42.284586,-71.805031,250277305003,7B Brookfield St,Worcester,MA,1605,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""16:00""""""""""""""""]] }",687,"POLYGON ((-71.80488148917549 42.284450500000005, -71.80515982234769 42.284450500000005, -71.80516006399995 42.284507259000065, -71.80510828099995 42.28450737700007, -71.80510938999998 42.28476821600003, -71.80488283999995 42.28476873300008, -71.80488148917549 42.284450500000005))"
224-222@62k-rfs-s3q,James V Gagne DMD PC,"",Offices of Dentists,Offices of Dentists,"Orthodontists,Periodontists",621210,42.283017,-71.809068,250277306005,32 Park Ave,Worcester,MA,1609,"",189,"POLYGON ((-71.80914631999997 42.28308618300008, -71.80896247499999 42.283058167000036, -71.80898853199994 42.28295196000005, -71.80917327999998 42.28297629200006, -71.80914631999997 42.28308618300008))"
224-222@62k-rft-7qz,Francis J Mcgrath Elementary,"",Elementary and Secondary Schools,Elementary and Secondary Schools,"",611110,42.285039,-71.812851,250277306005,493 Grove St,Worcester,MA,1605,"",2157,"POLYGON ((-71.81273377699995 42.284729156000026, -71.81307999299997 42.284764368000026, -71.81295361699995 42.28543141700004, -71.81260739799995 42.28539620500004, -71.81273377699995 42.284729156000026))"
224-222@62k-rft-9xq,Ready 2 Run Graphics & Signs,"",Printing and Related Support Activities,"","Graphic Design,Sign Making",3231,42.297032,-71.799168,250277304012,240 Barber Ave Ste R,Worcester,MA,1606,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [], """"""""""""""""Sun"""""""""""""""": [] }",12263,"POLYGON ((-71.79980653799998 42.29812345600004, -71.79965681499993 42.29816849300005, -71.79964451999996 42.29814655700005, -71.79947682999995 42.29819699700005, -71.79942764799995 42.298109253000064, -71.79929589199998 42.29814888400006, -71.79929097399997 42.29814010900003, -71.79911729599996 42.29819235000008, -71.79912221299998 42.29820112500005, -71.79896051199995 42.29824976300006, -71.79894821699997 42.29822782700006, -71.79881047199996 42.29826925900005, -71.79863306399994 42.29821495700003, -71.79850273399995 42.29798243400006, -71.79860454599998 42.297951811000075, -71.79850864399998 42.29778070900005, -71.79847869899999 42.29778971600007, -71.79826722299998 42.297412414000064, -71.79823727999997 42.29742142200007, -71.79805285599997 42.29709238000004, -71.79835828699999 42.29700051000003, -71.79849844999995 42.29725058200006, -71.79852240499997 42.29724337600004, -71.79855929099995 42.29730918400003, -71.79881082299994 42.29723352600007, -71.79882311699998 42.29725546200007, -71.79890696199993 42.29723024200007, -71.79884302699998 42.29711617400005, -71.79926823299996 42.29698827500005, -71.79935429999995 42.297141827000075, -71.79939023299994 42.29713101900006, -71.79950580899998 42.29733721800005, -71.79947586499998 42.29734622400008, -71.79974144699997 42.29782004200007, -71.79959771499995 42.297863276000044, -71.79961984599998 42.297902761000046, -71.79974561299997 42.29786493100005, -71.79986365099995 42.29807551600004, -71.79979178399998 42.298097133000056, -71.79980653799998 42.29812345600004))"
224-222@62k-rft-d9z,Sullivan Tire and Auto Service,Sullivan Tire and Auto Service,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,"Batteries,Oil Changes,Tires,Wheel Rim Repair",441310,42.298098,-71.798113,250277304012,111 Randolph Rd,Worcester,MA,1606,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""7:30"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""7:30"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""7:30"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""7:30"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""7:30"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""7:30"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [] }",1551,"POLYGON ((-71.79771661838532 42.29824352326581, -71.79801610378564 42.29822814803482, -71.7979454443419 42.29805406048023, -71.79805625310183 42.29802330992201, -71.79797746321202 42.29789832362754, -71.7981632061863 42.297870548861745, -71.79838113566876 42.29820781304613, -71.79837375959397 42.29828320126392, -71.79764688095094 42.29837247666817, -71.79762005886079 42.29825542666786, -71.79771661838532 42.29824352326581))"
224-222@62k-rft-fvf,Chernosky Patricia MD,"",Offices of Physicians,Offices of Physicians (except Mental Health Specialists),Obstetrician-Gynecologist,621111,42.300348,-71.801659,250277305002,140 W Boylston Dr,Worcester,MA,1606,"",545,"POLYGON ((-71.80148969399994 42.30046526500007, -71.80149076599997 42.30037990100004, -71.80145192099997 42.30037963900003, -71.80145329099997 42.30027056200004, -71.80186115599997 42.30027331000008, -71.80186026399997 42.300344446000054, -71.80183436599998 42.300344272000075, -71.80183353399997 42.30041066600006, -71.80160046699996 42.30040909600007, -71.80159975399994 42.30046600700007, -71.80148969399994 42.30046526500007))"
224-223@62k-qpy-x89,Lukoil Gas Station & Mini Mart,"",Gasoline Stations,Gasoline Stations with Convenience Stores,"",447110,42.235332,-71.749912,250277328011,1310 Grafton St,Worcester,MA,1604,"",122,"POLYGON ((-71.74980212 42.23530856700006, -71.74986399099998 42.23524209000004, -71.75000000099993 42.23531013200005, -71.74993812899999 42.23537660900007, -71.74980212 42.23530856700006))"
224-223@62k-qpy-yvz,Healthroot,"",Health and Personal Care Stores,Food (Health) Supplement Stores,Gourmet,446191,42.236175,-71.751943,250277328011,1280 Grafton St,Worcester,MA,1604,"{ """"""""""""""""Mon"""""""""""""""": [], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""16:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [] }",699,"POLYGON ((-71.75171448099996 42.23611314600004, -71.75192563599995 42.23598463400003, -71.75199574999994 42.236046557000066, -71.75194648199994 42.23607654300008, -71.75211592399995 42.23622619100007, -71.75208073199997 42.23624760900003, -71.75215084599995 42.236309532000064, -71.75202415399997 42.236386639000045, -71.75171448099996 42.23611314600004))"
224-223@62k-qy9-zvf,BP,BP,Gasoline Stations,Gasoline Stations with Convenience Stores,Propane,447110,42.233796,-71.817811,250277329014,974 Southbridge St,Worcester,MA,1610,"",798,"POLYGON ((-71.81796348774249 42.23398674446285, -71.81768185579593 42.2339033356129, -71.81780523741061 42.23363523499148, -71.81809491598422 42.23372063012783, -71.81796348774249 42.23398674446285))"
224-223@62k-qyd-b8v,Price Chopper,Price Chopper,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,"Meats,Deli,Healthy Food,Beverages,Bakery",445110,42.213537,-71.798408,250277329011,564 SW Cutoff,Worcester,MA,1607,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""6:00"""""""""""""""", """"""""""""""""23:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""6:00"""""""""""""""", """"""""""""""""23:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""6:00"""""""""""""""", """"""""""""""""23:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""6:00"""""""""""""""", """"""""""""""""23:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""6:00"""""""""""""""", """"""""""""""""23:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""6:00"""""""""""""""", """"""""""""""""23:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [[""""""""""""""""6:00"""""""""""""""", """"""""""""""""23:00""""""""""""""""]] }",5231,"POLYGON ((-71.79779990004727 42.21342447446654, -71.79797116731947 42.21335268822024, -71.79800335382765 42.21338745323521, -71.798458476971 42.21320606518646, -71.79848127574763 42.21323487055282, -71.7986556193336 42.213162360467614, -71.79902576417766 42.21364907040241, -71.79867707700572 42.2137821700172, -71.79873876781306 42.21386361889689, -71.79862075061641 42.21391626262907, -71.79855503649554 42.2138348138173, -71.79818211139968 42.21399461256344, -71.79779990004727 42.21342447446654))"
